Id,Title,Year,CitationsCount,Authors,AuthorsCount,Topics,Abstract,FirstSource
2049670925,being accurate is not enough how accuracy metrics have hurt recommender systems,2006,651,"sean m mcnee, john riedl, joseph a konstan",3,"Recommender system, Personalization, Information space, Information retrieval, Computer science, Collaborative filtering","Recommender systems have shown great potential to help users find interesting and relevant items from within a large information space. Most research up to this point has focused on improving the accuracy of recommender systems. We believe that not only has this narrow focus been misguided, but has even been detrimental to the field. The recommendations that are most accurate according to the standard metrics are sometimes not the recommendations that are most useful to users. In this paper, we propose informal arguments that the recommender community should move beyond the conventional accuracy metrics and their associated experimental methodologies. We propose new user-centric directions for evaluating recommender systems.",http://portal.acm.org/citation.cfm?id=1125659
2072651985,shilling recommender systems for fun and profit,2004,449,"shyong k lam, john riedl",2,"World Wide Web, Recommender system, Operator (computer programming), Market penetration, Lying, Information overload, Computer science, Competitor analysis, Collaborative filtering","Recommender systems have emerged in the past several years as an effective way to help people cope with the problem of information overload. One application in which they have become particularly common is in e-commerce, where recommendation of items can often help a customer find what she is interested in and, therefore can help drive sales. Unscrupulous producers in the never-ending quest for market penetration may find it profitable to shill recommender systems by lying to the systems in order to have their products recommended more often than those of their competitors. This paper explores four open questions that may affect the effectiveness of such shilling attacks: which recommender algorithm is being used, whether the application is producing recommendations or predictions, how detectable the attacks are by the operator of the system, and what the properties are of the items being attacked. The questions are explored experimentally on a large data set of movie ratings. Taken together, the results of the paper suggest that new ways must be used to evaluate and detect shilling attacks on recommender systems.",http://www.ra.ethz.ch/cdstore/www2004/docs/1p393.pdf
2112856797,recommender systems from algorithms to user experience,2012,375,"joseph a konstan, john riedl",2,"World Wide Web, User experience design, Recommender system, Open research, Multimedia information systems, Limiting, Computer science, Collaborative filtering, Algorithm","Since their introduction in the early 1990's, automated recommender systems have revolutionized the marketing and delivery of commerce and content by providing personalized recommendations and predictions over a variety of large and complex product offerings. In this article, we review the key advances in collaborative filtering recommender systems, focusing on the evolution from research concentrated purely on algorithms to research concentrated on the rich set of questions around the user experience with the recommender. We show through examples that the embedding of the algorithm in the user experience dramatically affects the value to the user of the recommender. We argue that evaluating the user experience of a recommender requires a broader set of measures than have been commonly used, and suggest additional measures that have proven effective. Based on our analysis of the state of the field, we identify the most important open research problems, and outline key challenges slowing the advance of the state of the art, and in some cases limiting the relevance of research to real-world applications.",http://files.grouplens.org/papers/algorithmstouserexperience.pdf
2117281325,getting to know you learning new user preferences in recommender systems,2002,433,"al mamunur rashid, istvan albert, dan cosley, shyong k lam, sean m mcnee, joseph a konstan, john riedl",7,"User modeling, User experience design, Recommender system, Multimedia, Information theory, Information filtering system, Human–computer interaction, Computer user satisfaction, Computer science, Collaborative filtering","Recommender systems have become valuable resources for users seeking intelligent ways to search through the enormous volume of information available to them. One crucial unsolved problem for recommender systems is how best to learn about a new user. In this paper we study six techniques that collaborative filtering recommender systems can use to learn about new users. These techniques select a sequence of items for the collaborative filtering system to present to each new user for rating. The techniques include the use of information theory to select the items that will give the most value to the recommender system, aggregate statistics to select the items the user is most likely to have an opinion about, balanced techniques that seek to maximize the expected number of bits learned per presented item, and personalized techniques that predict which items a user will have an opinion about. We study the techniques thru offline experiments with a large pre-existing user data set, and thru a live experiment with over 300 users. We show that the choice of learning technique significantly affects the user experience, in both the user effort and the accuracy of the resulting predictions.",http://www.cs.cornell.edu/%7Edanco/research/papers/getting-to-know.pdf
1488971269,an empirical analysis of design choices in neighborhood based collaborative filtering algorithms,2002,490,"jon herlocker, joseph a konstan, john riedl",3,"Weighting, Systems design, Search engine indexing, Recommender system, Machine learning, Implementation, Filter (signal processing), Empirical research, Data mining, Computer science, Collaborative filtering, Artificial intelligence, Algorithm","Collaborative filtering systems predict a user's interest in new items based on the recommendations of other people with similar interests. Instead of performing content indexing or content analysis, collaborative filtering systems rely entirely on interest ratings from members of a participating community. Since predictions are based on human ratings, collaborative filtering systems have the potential to provide filtering based on complex attributes, such as quality, taste, or aesthetics. Many implementations of collaborative filtering apply some variation of the neighborhood-based prediction algorithm. Many variations of similarity metrics, weighting approaches, combination measures, and rating normalization have appeared in each implementation. For these parameters and others, there is no consensus as to which choice of technique is most appropriate for what situations, nor how significant an effect on accuracy each parameter has. Consequently, every person implementing a collaborative filtering system must make hard design choices with little guidance. This article provides a set of recommendations to guide design of neighborhood-based prediction systems, based on the results of an empirical study. We apply an analysis framework that divides the neighborhood-based prediction approach into three components and then examines variants of the key parameters in each component. The three components identified are similarity computation, neighbor selection, and rating combination.",https://dl.acm.org/citation.cfm?id=594047
2029119963,movielens unplugged experiences with an occasionally connected recommender system,2003,455,"bradley n miller, istvan albert, shyong k lam, joseph a konstan, john riedl",5,"World Wide Web, Wireless mobile devices, User interface, Recommender system, Recommendation service, Multimedia, MovieLens, Mobile device, Computer science, Collaborative filtering","Recommender systems have changed the way people shop online. Recommender systems on wireless mobile devices may have the same impact on the way people shop in stores. We present our experience with implementing a recommender system on a PDA that is occasionally connected to the network. This interface helps users of the MovieLens movie recommendation service select movies to rent, buy, or see while away from their computer. The results of a nine month field study show that although there are several challenges to overcome, mobile recommender systems have the potential to provide value to their users today",http://files.grouplens.org/papers/miller-iui03.pdf
1557657228,experiences with grouplens marking usenet useful again,1997,56,"bradley n miller, john riedl, joseph a konstan",3,"World Wide Web, Multimedia, Information overload, Computer science, Collaborative filtering, Architecture","Collaborative filetering attempts to alleviate information overload by offering recommendations on whether information is valuable based on the opinions of those who have already evaluated it. Usenet news is an information source whose value is being severely diminished by the volume of low-quality and uninteresting information posted in its newsgroups. The GroupLens system applies collaborative filtering to Usenet news to demonstrate how we can restore the value of Usenet news by sharing our judgements of articles, with our identities protected by pseudonyms.

This paper extends the original GroupLens work by reporting on a significantly enhanced system and the results of a seven week trial with 250 users and over 20,000 news articles. GroupLens has an open and flexible architecture that allows easy integration of new newsreader clients and ratings bureaus. We show ratings and prediction profiles for three news-groups, and assess the accuracy of the predictions.",https://dl.acm.org/citation.cfm?id=1268680.1268697
2116655493,on the recommending of citations for research papers,2002,309,"sean m mcnee, istvan albert, dan cosley, prateep gopalkrishnan, shyong k lam, al mamunur rashid, joseph a konstan, john riedl",8,"World Wide Web, Social network, Recommender system, Information retrieval, Human–computer interaction, Digital library, Computer science, Collaborative filtering, Citation","Collaborative filtering has proven to be valuable for recommending items in many different domains. In this paper, we explore the use of collaborative filtering to recommend research papers, using the citation web between papers to create the ratings matrix. Specifically, we tested the ability of collaborative filtering to recommend citations that would be suitable additional references for a target research paper. We investigated six algorithms for selecting citations, evaluating them through offline experiments against a database of over 186,000 research papers contained in ResearchIndex. We also performed an online experiment with over 120 users to gauge user opinion of the effectiveness of the algorithms and of the utility of such recommendations for common research tasks. We found large differences in the accuracy of the algorithms in the offline experiment, especially when balanced for coverage. In the online experiment, users felt they received quality recommendations, and were enthusiastic about the idea of receiving recommendations in this domain.",http://files.grouplens.org/papers/techlens-cscw2002.pdf
2150449434,tagommenders connecting users to items through tags,2009,261,"shilad sen, jesse vig, john riedl",3,"World Wide Web, Recommender system, MovieLens, Information retrieval, Inference, Data mining, Computer science, Collaborative filtering, Automation","Tagging has emerged as a powerful mechanism that enables users to find, organize, and understand online entities. Recommender systems similarly enable users to efficiently navigate vast collections of items. Algorithms combining tags with recommenders may deliver both the automation inherent in recommenders, and the flexibility and conceptual comprehensibility inherent in tagging systems. In this paper we explore tagommenders, recommender algorithms that predict users' preferences for items based on their inferred preferences for tags. We describe tag preference inference algorithms based on users' interactions with tags and movies, and evaluate these algorithms based on tag preference ratings collected from 995 MovieLens users. We design and evaluate algorithms that predict users' ratings for movies based on their inferred tag preferences. Our tag-based algorithms generate better recommendation rankings than state-of-the-art algorithms, and they may lead to flexible recommender systems that leverage the characteristics of items users find most important.",http://files.grouplens.org/papers/tagommenders_numbered.pdf
2116354394,is seeing believing how recommender system interfaces affect users opinions,2003,378,"dan cosley, shyong k lam, istvan albert, joseph a konstan, john riedl",5,"World Wide Web, Web page, Recommender system, Rating scale, Psychological literature, Personalization, Multimedia, Human–computer interaction, E-commerce, Conformity, Computer science, Collaborative filtering","Recommender systems use people's opinions about items in an information domain to help people choose other items. These systems have succeeded in domains as diverse as movies, news articles, Web pages, and wines. The psychological literature on conformity suggests that in the course of helping people make choices, these systems probably affect users' opinions of the items. If opinions are influenced by recommendations, they might be less valuable for making recommendations for other users. Further, manipulators who seek to make the system generate artificially high or low recommendations might benefit if their efforts influence users to change the opinions they contribute to the recommender. We study two aspects of recommender system interfaces that may affect users' opinions: the rating scale and the display of predictions at the time users rate items. We find that users rate fairly consistently across rating scales. Users can be manipulated, though, tending to rate toward the prediction the system shows, whether the prediction is accurate or not. However, users can detect systems that manipulate predictions. We discuss how designers of recommender systems might react to these findings.",http://files.grouplens.org/papers/conform-chi03.pdf
1527499847,polylens a recommender system for groups of users,2001,434,"mark oconnor, dan cosley, joseph a konstan, john riedl",4,"World Wide Web, Recommender system, Knowledge management, Internet privacy, Computer science, Collaborative filtering, As is","We present PolyLens, a new collaborative filtering recommender system designed to recommend items for groups of users, rather than for individuals. A group recommender is more appropriate and useful for domains in which several people participate in a single activity, as is often the case with movies and restaurants. We present an analysis of the primary design issues for group recommenders, including questions about the nature of groups, the rights of group members, social value functions for groups, and interfaces for displaying group recommendations. We then report on our PolyLens prototype and the lessons we learned from usage logs and surveys from a nine-month trial that included 819 users We found that users not only valued group recommendations, but were willing to yield some privacy to get the benefits of group recommendations Users valued an extension to the group recommender system that enabled them to invite non-members to participate, via email",http://files.grouplens.org/papers/poly-camera-final.pdf
2020480318,pocketlens toward a personal recommender system,2004,298,"bradley n miller, joseph a konstan, john riedl",3,"World Wide Web, Workstation, The Internet, Server, Recommender system, Personally identifiable information, Information overload, Encryption, Computer science, Collaborative filtering","Recommender systems using collaborative filtering are a popular technique for reducing information overload and finding products to purchase. One limitation of current recommenders is that they are not portable. They can only run on large computers connected to the Internet. A second limitation is that they require the user to trust the owner of the recommender with personal preference data. Personal recommenders hold the promise of delivering high quality recommendations on palmtop computers, even when disconnected from the Internet. Further, they can protect the user's privacy by storing personal information locally, or by sharing it in encrypted form. In this article we present the new PocketLens collaborative filtering algorithm along with five peer-to-peer architectures for finding neighbors. We evaluate the architectures and algorithms in a series of offline experiments. These experiments show that Pocketlens can run on connected servers, on usually connected workstations, or on occasionally connected portable devices, and produce recommendations that are as good as the best published algorithms to date.",http://portal.acm.org/citation.cfm?doid=1010614.1010618
2161351857,rethinking the recommender research ecosystem reproducibility openness and lenskit,2011,108,"michael d ekstrand, michael ludwig, joseph a konstan, john riedl",4,"Use case, Source code, Recommender system, Openness to experience, Machine learning, Implementation, Data mining, Computer science, Collaborative filtering, Artificial intelligence","Recommender systems research is being slowed by the difficulty of replicating and comparing research results. Published research uses various experimental methodologies and metrics that are difficult to compare. It also often fails to sufficiently document the details of proposed algorithms or the evaluations employed. Researchers waste time reimplementing well-known algorithms, and the new implementations may miss key details from the original algorithm or its subsequent refinements. When proposing new algorithms, researchers should compare them against finely-tuned implementations of the leading prior algorithms using state-of-the-art evaluation methodologies. With few exceptions, published algorithmic improvements in our field should be accompanied by working code in a standard framework, including test harnesses to reproduce the described results. To that end, we present the design and freely distributable source code of LensKit, a flexible platform for reproducible recommender systems research. LensKit provides carefully tuned implementations of the leading collaborative filtering algorithms, APIs for common recommender system use cases, and an evaluation framework for performing reproducible offline evaluations of algorithms. We demonstrate the utility of LensKit by replicating and extending a set of prior comparative studies of recommender algorithms --- showing limitations in some of the original results --- and by investigating a question recently raised by a leader in the recommender systems community on problems with error-based prediction evaluation.",http://files.grouplens.org/papers/p133-ekstrand.pdf
2142574815,enhancing digital libraries with techlens,2004,194,"roberto torres, sean m mcnee, mara abel, joseph a konstan, john riedl",5,"World Wide Web, Recommender system, Multimedia, Information retrieval, Filter (signal processing), Digital library, Content based retrieval, Computer science, Collaborative filtering","The number of research papers available is growing at a staggering rate. Researchers need tools to help them find the papers they should read among all the papers published each year. In this paper, we present and experiment with hybrid recommender algorithms that combine Collaborative Filtering and Content-based. Filtering to recommend research papers to users. Our hybrid algorithms combine the strengths of each filtering approach to address their individual weaknesses. We evaluated our algorithms through offline experiments on a database of 102, 000 research papers, and through an online experiment with 110 users. For both experiments we used a dataset created from the CiteSeer repository of computer science research papers. We developed separate English and Portuguese versions of the interface and specifically recruited American and Brazilian users to test for cross-cultural effects. Our results show that users value paper recommendations, that the hybrid algorithms can be successfully combined, that different algorithms are more suitable for recommending different kinds of papers, and that users with different levels of experience perceive recommendations differently These results can be applied to develop recommender systems for other types of digital libraries.",http://portal.acm.org/citation.cfm?doid=996350.996402
2097519322,suggestbot using intelligent task routing to help people find work in wikipedia,2007,192,"dan cosley, dan frankowski, loren terveen, john riedl",4,"World Wide Web, Software deployment, Software, Social science theory, Recommender system, Multimedia, Hyperlink, Human–computer interaction, Computer science, Collaborative filtering, Ask price","Member-maintained communities ask their users to perform tasks the community needs. From Slashdot, to IMDb, to Wikipedia, groups with diverse interests create community-maintained artifacts of lasting value (CALV) that support the group's main purpose and provide value to others. Said communities don't help members find work to do, or do so without regard to individual preferences, such as Slashdot assigning meta-moderation randomly. Yet social science theory suggests that reducing the cost and increasing the personal value of contribution would motivate members to participate more.We present SuggestBot, software that performs intelligent task routing (matching people with tasks) in Wikipedia. SuggestBot uses broadly applicable strategies of text analysis, collaborative filtering, and hyperlink following to recommend tasks. SuggestBot's intelligent task routing increases the number of edits by roughly four times compared to suggesting random articles. Our contributions are: 1) demonstrating the value of intelligent task routing in a real deployment; 2) showing how to do intelligent task routing; and 3) sharing our experience of deploying a tool in Wikipedia, which offered both challenges and opportunities for research.",http://www.cs.cornell.edu/~danco/research/papers/suggestbot-iui07.pdf
2155201359,learning preferences of new users in recommender systems an information theoretic approach,2008,170,"al mamunur rashid, george karypis, john riedl",3,"World Wide Web, Recommender system, Probabilistic latent semantic analysis, Preference elicitation, Data mining, Computer science, Collaborative filtering, Cluster analysis","Recommender systems are an effective tool to help find items of interest from an overwhelming number of available items. Collaborative Filtering (CF), the best known technology for recommender systems, is based on the idea that a set of like-minded users can help each other find useful information. A new user poses a challenge to CF recommenders, since the system has no knowledge about the preferences of the new user, and therefore cannot provide personalized recommendations. A new user preference elicitation strategy needs to ensure that the user does not a) abandon a lengthy signup process, and b) lose interest in returning to the site due to the low quality of initial recommendations. We extend the work of [23] in this paper by incrementally developing a set of information theoretic strategies for the new user problem. We propose an offline simulation framework, and evaluate the strategies through extensive offline simulations and an online experiment with real users of a live recommender system.",http://glaros.dtc.umn.edu/gkhome/fetch/papers/rashidWebKDD08.pdf
2114538223,making recommendations better an analytic model for human recommender interaction,2006,104,"sean m mcnee, john riedl, joseph a konstan",3,"World Wide Web, User-centered design, User information, Recommender system, Personalization, Multimedia, Information seeking, Human–computer interaction, Constructive, Computer science, Collaborative filtering, Analytic model","Recommender systems do not always generate good recommendations for users. In order to improve recommender quality, we argue that recommenders need a deeper understanding of users and their information seeking tasks. Human-Recommender Interaction (HRI) provides a framework and a methodology for understanding users, their tasks, and recommender algorithms using a common language. Further, by using an analytic process model, HRI becomes not only descriptive, but also constructive. It can help with the design and structure of a recommender system, and it can act as a bridge between user information seeking tasks and recommender algorithms.",https://doi.org/10.1145/1125451.1125660
2139375986,automatically building research reading lists,2010,64,"michael d ekstrand, praveen kannan, james a stemper, john t butler, joseph a konstan, john riedl",6,"Recommender system, PageRank, Offline analysis, Machine learning, Information retrieval, Graph, Filter (signal processing), Digital library, Computer science, Collaborative filtering, Artificial intelligence","All new researchers face the daunting task of familiarizing themselves with the existing body of research literature in their respective fields. Recommender algorithms could aid in preparing these lists, but most current algorithms do not understand how to rate the importance of a paper within the literature, which might limit their effectiveness in this domain. We explore several methods for augmenting existing collaborative and content-based filtering algorithms with measures of the influence of a paper within the web of citations. We measure influence using well-known algorithms, such as HITS and PageRank, for measuring a node's importance in a graph. Among these augmentation methods is a novel method for using importance scores to influence collaborative filtering. We present a task-centered evaluation, including both an offline analysis and a user study, of the performance of the algorithms. Results from these studies indicate that collaborative filtering outperforms content-based approaches for generating introductory reading lists.",https://core.ac.uk/display/100322537
2159904393,meta recommendation systems user controlled integration of diverse recommendations,2002,82,"j ben schafer, joseph a konstan, john riedl",3,"World Wide Web, USable, Recommender system, Information retrieval, Digital library, Data mining, Computer science, Collaborative filtering","In a world where the number of choices can be overwhelming, recommender systems help users find and evaluate items of interest. They do so by connecting users with information regarding the content of recommended items or the opinions of other individuals. Such systems have become powerful tools in domains such as electronic commerce, digital libraries, and knowledge management. In this paper, we address such systems and introduce a new class of recommender system called meta-recommenders. Meta-recommenders provide users with personalized control over the generation of a single recommendation list formed from a combination of rich data using multiple information sources and recommendation techniques. We discuss experiments conducted to aid in the design of interfaces for a meta-recommender in the domain of movies. We demonstrate that meta-recommendations fill a gap in the current design of recommender systems. Finally, we consider the challenges of building real-world, usable meta-recommenders across a variety of domains.",https://doi.org/10.1145/584792.584803
2124133956,clustknn a highly scalable hybrid model memory based cf algorithm,2006,84,"al mamunur rashid, shyong k lam, george karypis, john riedl",4,"k-nearest neighbors algorithm, Scalability, Revenue, Recommender system, Recommendation quality, Machine learning, Data set, Data mining, Computer science, Collaborative filtering, Cluster analysis, Artificial intelligence, Algorithm","Collaborative Filtering (CF)-based recommender systems are indispensable tools to find items of interest from the unmanageable number of available items. Moreover, companies who deploy a CF-based recommender system may be able to increase revenue by drawing customers’ attention to items that they are likely to buy. However, the sheer number of customers and items typical in e-commerce systems demand specially designed CF algorithms that can gracefully cope with the vast size of the data. Many algorithms proposed thus far, where the principal concern is recommendation quality, may be too expensive to operate in a large-scale system. We propose ClustKnn, a simple and intuitive algorithm that is well suited for large data sets. The method first compresses data tremendously by building a straightforward but ecient clustering model. Recommendations are then generated quickly by using a simple Nearest Neighbor-based approach. We demonstrate the feasibility of ClustKnn both analytically and empirically. We also show, by comparing with a number of other popular CF algorithms that, apart from being highly scalable and intuitive, ClustKnn provides very good recommendation accuracy as well.",http://files.grouplens.org/papers/clustKNN.pdf
